번호,사업장명,소재지전체주소,도로명전체주소,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,입소정원,자격소유인원수,총인원수,위치정보(X),위치정보(Y),인허가번호,상세영업상태명
521,도화현대아파트경로당,서울특별시 마포구 도화동 357번지 ,,19981204,운영중,,,,,,,31,0,0,195852.5243,448575.7794,3.13E+15,운영
520,마포삼성아파트경로당,서울특별시 마포구 창전동 437번지 ,,19980511,운영중,,,,,,,47,0,0,193824.339,449880.653,3.13E+15,운영
519,양화진경로당,서울특별시 마포구 합정동 376-29번지 ,,19970617,운영중,,,,,,,0,0,0,192187.5591,449387.1496,3.13E+15,운영
518,마포삼성아파트경로당,서울특별시 마포구 도화동 550번지 ,,19970609,운영중,,,,,,,45,0,0,195542.1195,448652.1768,3.13E+15,운영
517,덕성경로당,서울특별시 마포구 신공덕동 139-120번지 ,,19970412,운영중,,,,,,,31,0,0,196149.761,449052.1073,3.13E+15,운영
516,대흥동태영경로당,서울특별시 마포구 대흥동 660번지 ,,19961212,운영중,,,,,,,54,0,0,194855.1323,449165.0683,3.13E+15,운영
515,신교경로당,서울특별시 마포구 서교동 ,,19951212,운영중,,,,,,,36,0,0,,,3.13E+15,운영
514,세교경로당,서울특별시 마포구 동교동 181-3번지 ,,19951101,운영중,,,,,,,0,0,0,193755.8756,450447.193,3.13E+15,운영
513,중동청구아파트경로당,서울특별시 마포구 중동 390번지 ,,19941006,운영중,,,,,,,25,0,0,191262.0039,452422.5832,3.13E+15,운영
512,용정경로당,서울특별시 마포구 용강동 115-5번지 ,,19940620,운영중,,,,,,,45,0,0,,,3.13E+15,운영
511,연서경로당,서울특별시 마포구 연남동 ,,19930709,운영중,,,,,,,30,0,0,,,3.13E+15,운영
510,익수경로당,서울특별시 마포구 신수동 ,,19930115,운영중,,,,,,,28,0,0,,,3.13E+15,운영
509,대흥중앙경로당,서울특별시 마포구 대흥동 34-19번지 ,,19920901,운영중,,,,,,,35,0,0,194978.3718,449667.8991,3.13E+15,운영
508,백합경로당,서울특별시 마포구 성산동 595번지 ,,19910701,운영중,,,,,,,87,0,0,191197.3579,451340.1392,3.13E+15,운영
507,쌈지경로당,서울특별시 마포구 망원동 A동B동 ,,19911226,운영중,,,,,,,36,0,0,,,3.13E+15,운영
506,신수현대(아)경로당,서울특별시 마포구 신수동 445-5번지 ,,19910328,운영중,,,,,,,28,0,0,194360.809,448982.6715,3.13E+15,운영
505,상암월드컵파크1단지@ 경로당,서울특별시 마포구 상암동 상암월드컵아파트 1단지 ,,20040106,운영중,,,,,,,53,0,0,,,3.13E+15,운영
504,상암월드컵제2단지@경로당,서울특별시 마포구 상암동 ,,20040317,운영중,,,,,,,30,0,0,,,3.13E+15,운영
503,대원칸타빌@경로당,서울특별시 마포구 신수동 ,,20040306,운영중,,,,,,,25,0,0,,,3.13E+15,운영
502,세양청마루@경로당,서울특별시 마포구 신수동 91번지 ,,20040303,운영중,,,,,,,0,0,0,,,3.13E+15,운영
501,상암월드컵파크3단지@ 경로당,서울특별시 마포구 상암동 제2공구번지 ,,20040330,운영중,,,,,,,63,0,0,,,3.13E+15,운영
500,신공덕삼성3차(아) 경로당,서울특별시 마포구 신공덕동 161번지 ,,20030120,운영중,,,,,,,43,0,0,196121.2032,449247.4287,3.13E+15,운영
499,성산월드타운 대림아파트 경로당,서울특별시 마포구 성산동 601번지 ,,20030807,운영중,,,,,,,23,0,0,191824.2238,451899.3336,3.13E+15,운영
498,망원2차대림(아)경로당,서울특별시 마포구 망원동 497번지 ,,20031223,운영중,,,,,,,45,0,0,191037.5816,450555.8164,3.13E+15,운영
497,용강삼성래미안(아)경로당,서울특별시 마포구 용강동 380번지 ,,20031126,운영중,,,,,,,20,0,0,194740.6578,449014.6926,3.13E+15,운영
496,염리삼성제2경로당,서울특별시 마포구 염리동 519번지 ,,20030620,운영중,,,,,,,22,0,0,195320.3698,449729.8251,3.13E+15,운영
495,구룡경로당,서울특별시 마포구 상암동 739번지 ,,20020531,운영중,,,,,,,25,0,0,189463.7526,453481.3499,3.13E+15,운영
494,마포중동현대아파트경로당,서울특별시 마포구 중동 392번지 ,,20011123,운영중,,,,,,,30,0,0,191704.369,452098.6789,3.13E+15,운영
493,계룡아파트 경로당,서울특별시 마포구 중동 391번지 ,,20010323,운영중,,,,,,,32,0,0,191620.6299,452026.1487,3.13E+15,운영
492,마포현대아파트경로당,서울특별시 마포구 현석동 200번지 ,,20010320,운영중,,,,,,,29,2,2,,,3.13E+15,운영
491,공덕삼성제2경로당,서울특별시 마포구 공덕동 371-1번지 ,,20010108,운영중,,,,,,,0,0,0,195591.764,449534.6017,3.13E+15,운영
490,태영아파트 201동 경로당,서울특별시 마포구 대흥동 ,,20000829,운영중,,,,,,,60,0,0,,,3.13E+15,운영
489,현대홈타운2차임대아파트경로당,서울특별시 마포구 도화동 현대2차아파트 ,,20001207,운영중,,,,,,,21,0,0,195669.2176,448393.6587,3.13E+15,운영
488,쌍용황금아파트경로당,서울특별시 마포구 마포동 253번지 ,,20001117,운영중,,,,,,,27,0,0,195125.0003,448318.3589,3.13E+15,운영
487,공덕삼성경로당,서울특별시 마포구 공덕동 371번지 ,,20001018,운영중,,,,,,,30,0,0,195614.8651,449366.9263,3.13E+15,운영
486,신촌삼익아파트경로당,서울특별시 마포구 신수동 450번지 ,,20000328,운영중,,,,,,,23,0,0,194229.8921,449894.09,3.13E+15,운영
485,두산위브경로당,서울특별시 마포구 상수동 상수두산위브아파트 ,,20050826,운영중,,,,,,,47,0,0,,,3.13E+15,운영
484,삼성래미안 공덕3차아파트경로당,서울특별시 마포구 공덕동 457번지 ,,20050530,운영중,,,,,,,28,0,61,195681.2685,449560.5248,3.13E+15,운영
483,망원휴먼빌경로당,서울특별시 마포구 망원동 509번지 ,,20050513,운영중,,,,,,,0,0,0,190983.0188,450713.9084,3.13E+15,운영
482,연동경로당,서울특별시 마포구 연남동 223-91번지 ,,20050511,운영중,,,,,,,86,0,0,193193.8739,451479.5576,3.13E+15,운영
481,서교푸르지오(아)경로당,서울특별시 마포구 서교동 486번지 ,,20050504,운영중,,,,,,,29,0,0,193187.803,450172.1789,3.13E+15,운영
480,대주아파트경로당,서울특별시 마포구 망원동 499번지 ,,20050319,운영중,,,,,,,0,0,0,190960.4496,450308.5326,3.13E+15,운영
479,감골경로당,서울특별시 마포구 아현동 625-5번지 ,,20050310,운영중,,,,,,,40,0,0,,,3.13E+15,운영
478,신공덕 삼성1차아파트 경로당,서울특별시 마포구 신공덕동 155번지 ,,20041218,운영중,,,,,,,53,0,91,196018.692,449025.7691,3.13E+15,운영
477,강변현대홈타운@,서울특별시 마포구 현석동 222번지 ,,20040729,운영중,,,,,,,31,0,0,194034.0266,449010.1694,3.13E+15,운영
476,LG마포자이@,서울특별시 마포구 염리동 521번지 ,,20040729,운영중,,,,,,,26,0,0,195086.021,449009.0272,3.13E+15,운영
475,신촌태영데시앙@경로당,서울특별시 마포구 창전동 439번지 ,,20040510,운영중,,,,,,,35,0,0,193831.4133,450124.6012,3.13E+15,운영
474,코오롱하늘채@경로당,서울특별시 마포구 연남동 573번지 ,,20040506,운영중,,,,,,,30,0,0,192899.6057,451360.661,3.13E+15,운영
473,매봉 경로당,서울특별시 마포구 상암동 18-8번지 ,,20060529,운영중,,,,,,,54,0,0,190719.2256,452713.0583,3.13E+15,운영
472,공덕한화꿈에그린@경로당,서울특별시 마포구 공덕동 460번지 ,,20060516,운영중,,,,,,,29,0,0,195993.2523,449427.9232,3.13E+15,운영
471,오칠경로당,서울특별시 마포구 망원동 57-140번지 ,,20060418,운영중,,,,,,,40,0,0,191766.8451,450373.1046,3.13E+15,운영
470,연봉경로당,서울특별시 마포구 공덕동 4-86번지 ,,20060417,운영중,,,,,,,46,0,23,196593.7189,449785.1114,3.13E+15,운영
469,상암월드컵파크6단지@ 경로당,서울특별시 마포구 상암동 상암월드컵파크 6단지 ,,20060329,운영중,,,,,,,50,0,0,,,3.13E+15,운영
468,공덕2삼성래이안4차@ 경로당,서울특별시 마포구 공덕동 464번지 ,,20060310,운영중,,,,,,,23,0,0,195613.7601,449785.2266,3.13E+15,운영
467,상암월드컵파크5단지@ 경로당,서울특별시 마포구 상암동 상암 월드컵파크 5단지 ,,20060228,운영중,,,,,,,65,0,0,,,3.13E+15,운영
466,성산2차 e-편한세상 아파트 경로당,서울특별시 마포구 성산동 604번지 ,,20060116,운영중,,,,,,,29,0,0,191569.2729,451946.0726,3.13E+15,운영
465,상암월드컵파크7단지@ 경로당,서울특별시 마포구 상암동 상암월드컵파크 7단지 ,,20051116,운영중,,,,,,,26,0,0,,,3.13E+15,운영
464,세양아파트 경로당,서울특별시 마포구 대흥동 802번지 ,,20051014,운영중,,,,,,,44,0,0,195058.1871,449133.4966,3.13E+15,운영
463,동원월드타운 경로당,서울특별시 마포구 중동 395번지 ,,20050928,운영중,,,,,,,23,0,0,191958.1921,451964.3274,3.13E+15,운영
462,현대홈타운(아) 경로당,서울특별시 마포구 도화동 현대2차아파트 ,,20010223,운영중,,,,,,,49,0,0,,,3.13E+15,운영
461,간데마을경로당,서울특별시 마포구 중동 58-18번지 ,,20010523,운영중,,,,,,,50,0,0,191417.7193,452340.9109,3.13E+15,운영
460,성산2차현대(아) 경로당,서울특별시 마포구 중동 40-12번지 ,,20010531,운영중,,,,,,,64,0,0,191855.5691,452020.9136,3.13E+15,운영
459,성산1차풍림(아) 경로당,서울특별시 마포구 성산동 600번지 ,,20010713,운영중,,,,,,,50,0,0,192190.4164,451804.158,3.13E+15,운영
458,건영월드컵(아) 경로당,서울특별시 마포구 중동 393번지 ,,20030516,운영중,,,,,,,50,0,0,192134.576,451840.0988,3.13E+15,운영
457,신정경로당,서울특별시 마포구 상수동 108-9번지 ,,19830810,운영중,,,,,,,36,0,0,,,3.13E+15,운영
456,신촌금호(아) 경로당,서울특별시 마포구 창전동 438번지 ,,20010618,운영중,,,,,,,53,0,0,193933.7491,450048.8625,3.13E+15,운영
455,신공덕2차삼성래미안 경로당,서울특별시 마포구 신공덕동 159번지 ,,20011027,운영중,,,,,,,48,0,0,196221.5457,449347.2585,3.13E+15,운영
454,신공덕삼성(아)제2 경로당,서울특별시 마포구 신공덕동 157번지 ,,20011019,운영중,,,,,,,31,0,0,196054.023,448898.7765,3.13E+15,운영
453,공덕2삼성래미안(아)경로당,서울특별시 마포구 공덕동 43번지 ,,20030401,운영중,,,,,,,54,0,0,196361.6934,449862.7116,3.13E+15,운영
452,마포경남아너스빌 경로당,서울특별시 마포구 신수동 456번지 ,,20071105,운영중,,,,,,,19,0,43,194124.6731,449652.9111,3.13E+15,운영
451,상암월드컵파크4단지@ 경로당,서울특별시 마포구 상암동 ,,20070611,운영중,,,,,,,0,0,0,,,3.13E+15,운영
450,금성경로당,서울특별시 마포구 망원동 236-2번지 ,,19800507,운영중,,,,,,,22,0,0,191270.7017,450004.6049,3.13E+15,운영
449,합정동경로당,서울특별시 마포구 합정동 385-99번지 ,,19791015,운영중,,,,,,,25,0,0,,,3.13E+15,운영
448,화신경로당,서울특별시 마포구 대흥동 3-62번지 ,,19791015,운영중,,,,,,,54,0,0,195184.8021,450107.0653,3.13E+15,운영
447,성산1동제1경로당,서울특별시 마포구 성산동 산 11-1번지 ,,19780305,운영중,,,,,,,78,0,0,,,3.13E+15,운영
446,신수경로당,서울특별시 마포구 신수동 168번지 ,,19780901,운영중,,,,,,,27,0,0,,,3.13E+15,운영
445,공덕2동제1경로당,서울특별시 마포구 공덕동 184-61번지 ,,19780510,운영중,,,,,,,45,0,0,,,3.13E+15,운영
444,아현2경로당,서울특별시 마포구 아현동 666-2번지 ,,19780520,운영중,,,,,,,68,0,0,195666.0366,450400.0107,3.13E+15,운영
443,아현1경로당,서울특별시 마포구 아현동 ,,19780701,운영중,,,,,,,0,0,0,,,3.13E+15,운영
442,무리울 새마을 경로당,서울특별시 마포구 성산동 산 41-2번지 ,,19770910,운영중,,,,,,,47,0,0,191734.4611,451848.7853,3.13E+15,운영
441,노고산경로당,서울특별시 마포구 노고산동 12-66번지 ,,19770501,운영중,,,,,,,83,0,0,194561.9153,450178.4109,3.13E+15,운영
440,송백경로당,서울특별시 마포구 망원동 496번지 ,,19770501,운영중,,,,,,,0,0,0,191523.0542,450133.7538,3.13E+15,운영
439,당인경로당,서울특별시 마포구 당인동 28-14번지 ,,19770501,운영중,,,,,,,39,0,0,192931.4918,449259.46,3.13E+15,운영
438,상수경로당,서울특별시 마포구 상수동 123-1번지 ,,19770501,운영중,,,,,,,21,0,0,,,3.13E+15,운영
437,창전동 경로당,서울특별시 마포구 창전동 447번지 ,,19770501,운영중,,,,,,,40,0,0,193763.4225,449660.7435,3.13E+15,운영
436,송암경로당,서울특별시 마포구 염리동 ,,19770501,운영중,,,,,,,37,0,0,,,3.13E+15,운영
435,염리동제2경로당,서울특별시 마포구 염리동 17-52번지 ,,19770501,운영중,,,,,,,41,0,0,195275.9926,450092.8963,3.13E+15,운영
434,염리동제1경로당,서울특별시 마포구 염리동 83-3번지 ,,19770501,운영중,,,,,,,40,0,0,195084.4039,449543.1419,3.13E+15,운영
433,대흥동제1경로당,서울특별시 마포구 대흥동 331번지 ,,19770501,운영중,,,,,,,20,0,0,194712.1428,449281.232,3.13E+15,운영
432,도일경로당,서울특별시 마포구 도화동 200-9번지 ,,19770501,운영중,,,,,,,21,0,0,195669.6648,448702.8829,3.13E+15,운영
431,도화경로당,서울특별시 마포구 도화동 2-16번지 ,,19770501,운영중,,,,,,,0,0,22,195766.0173,448743.2921,3.13E+15,운영
430,신공덕동경로당,서울특별시 마포구 신공덕동 92-5번지 ,,19770501,운영중,,,,,,,55,0,0,,,3.13E+15,운영
429,공덕1동경로당,서울특별시 마포구 공덕동 ,,19770501,운영중,,,,,,,25,0,0,,,3.13E+15,운영
428,아현3경로당,서울특별시 마포구 아현동 640-12번지 ,,19770501,운영중,,,,,,,48,0,0,,,3.13E+15,운영
427,수복경로당,서울특별시 마포구 신수동 101-17번지 ,,19910220,운영중,,,,,,,37,0,0,194047.2584,449665.0072,3.13E+15,운영
426,상록아파트경로당,서울특별시 마포구 염리동 515-1번지 ,,19990130,운영중,,,,,,,42,0,0,195355.3275,449921.685,3.13E+15,운영
425,공덕현대아파트경로당,서울특별시 마포구 공덕동 370-9번지 ,,19901228,운영중,,,,,,,0,0,0,195523.9761,449559.0695,3.13E+15,운영
424,우성아파트경로당,서울특별시 마포구 도화동 83번지 ,,19901228,운영중,,,,,,,58,0,0,195410.4751,448276.9653,3.13E+15,운영
423,희우경로당,서울특별시 마포구 합정동 432-15번지 ,,19891231,운영중,,,,,,,0,0,0,191895.6385,450102.715,3.13E+15,운영
422,갈현베르빌아파트경로당,서울특별시 은평구 갈현동 465-12번지 ,,20080111,운영중,,,,,,,24,0,0,192585.1923,456658.4384,3.11E+15,운영
421,농바우경로당,서울특별시 마포구 상수동 327-10번지 ,,19890828,운영중,,,,,,,0,0,0,193080.3019,449401.8724,3.13E+15,운영
420,홍익경로당,서울특별시 마포구 서교동 359번지 ,,19890310,운영중,,,,,,,54,0,0,193154.9138,450002.4591,3.13E+15,운영
419,마포현대경로당,서울특별시 마포구 공덕동 188-108번지 ,,19880421,운영중,,,,,,,41,0,0,195512.3503,449741.7837,3.13E+15,운영
418,대우경로당,서울특별시 마포구 성산동 450번지 ,,19881110,운영중,,,,,,,25,0,0,191304.3091,451856.9081,3.13E+15,운영
417,성산시영@경로당,서울특별시 마포구 성산동 450번지 ,,19860712,운영중,,,,,,,50,0,0,191304.3091,451856.9081,3.13E+15,운영
416,낙루경로당,서울특별시 마포구 중동 36-27번지 ,,19860910,운영중,,,,,,,0,0,0,191677.547,452046.7702,3.13E+15,운영
415,동막경로당,서울특별시 마포구 신수동 85-66번지 ,,19860523,운영중,,,,,,,0,0,0,194607.9759,449535.437,3.13E+15,운영
414,홍문경로당,서울특별시 마포구 도화동 274번지 ,,19860106,운영중,,,,,,,30,0,0,195376.5287,448587.9663,3.13E+15,운영
413,진주아파트경로당,서울특별시 마포구 염리동 170-4번지 ,,19850320,운영중,,,,,,,46,0,0,,,3.13E+15,운영
412,마포동경로당,서울특별시 마포구 마포동 337-1번지 ,,19850411,운영중,,,,,,,0,0,0,195080.9833,448227.5272,3.13E+15,운영
411,새마을경로당,서울특별시 마포구 상암동 807856번지 ,,19820504,운영중,,,,,,,45,0,0,,,3.13E+15,운영
410,염산경로당,서울특별시 마포구 염리동 9-237번지 ,,19820501,운영중,,,,,,,64,0,0,195488.5716,450224.1235,3.13E+15,운영
409,연남동경로당,서울특별시 마포구 연남동 373-20번지 ,,19810708,운영중,,,,,,,21,0,0,193194.1625,450898.2218,3.13E+15,운영
408,동교동경로당,서울특별시 마포구 동교동 147-1번지 ,,19810112,운영중,,,,,,,0,0,0,193412.0494,450813.2626,3.13E+15,운영
407,중앙경로당,서울특별시 마포구 상암동 115-17번지 ,,19810520,운영중,,,,,,,25,0,0,190505.4291,452763.8987,3.13E+15,운영
406,서림경로당,서울특별시 마포구 망원동 459-16번지 ,,19810817,운영중,,,,,,,25,0,0,191215.7138,450066.0276,3.13E+15,운영
405,행화경로당,서울특별시 마포구 아현동 625-98번지 ,,19810906,운영중,,,,,,,0,0,0,,,3.13E+15,운영
404,중계동부경로당,서울특별시 노원구 중계동 503번지 ,,19910410,운영중,,,,,,,53,0,0,205588.636,459964.0997,3.1E+15,운영
403,공덕경로당,서울특별시 노원구 공릉동 513-54번지 ,,19911223,운영중,,,,,,,70,0,0,206589.0923,458002.7562,3.1E+15,운영
402,삼창아파트경로당,서울특별시 노원구 월계동 448-3번지 ,,19911024,운영중,,,,,,,54,0,0,205247.2403,457353.2294,3.1E+15,운영
401,노원마을경로당,서울특별시 노원구 상계동 1184번지 ,,19900920,운영중,,,,,,,95,0,0,204552.5641,464832.8673,3.1E+15,운영
400,중계마을경로당,서울특별시 노원구 중계동 산 104-32번지 ,,19900920,운영중,,,,,,,0,0,0,,,3.1E+15,운영
399,하계5단지경로당,서울특별시 노원구 하계동 272번지 ,,19900101,운영중,,,,,,,58,0,0,205726.8807,458988.1637,3.1E+15,운영
398,하계7단지경로당,서울특별시 노원구 하계동 274번지 ,,19900601,운영중,,,,,,,42,0,0,206224.1069,458905.0366,3.1E+15,운영
397,공릉1동경로당,서울특별시 노원구 공릉동 569-21번지 ,,19900525,운영중,,,,,,,72,0,0,206357.7493,457748.051,3.1E+15,운영
396,임광아파트경로당,서울특별시 노원구 상계동 694번지 ,,19890430,운영중,,,,,,,43,0,0,204957.5624,462039.1075,3.1E+15,운영
395,주공13단지경로당,서울특별시 노원구 상계동 647번지 ,,19890415,운영중,,,,,,,30,0,0,205164.2879,462643.1248,3.1E+15,운영
394,주공14단지경로당,서울특별시 노원구 상계동 626번지 ,,19890422,운영중,,,,,,,90,0,0,205063.7562,462983.4628,3.1E+15,운영
393,주공11단지경로당,서울특별시 노원구 상계동 652번지 ,,19891028,운영중,,,,,,,86,0,0,204855.6576,462605.7472,3.1E+15,운영
392,합동마을경로당,서울특별시 노원구 상계동 111-158번지 ,,19891219,운영중,,,,,,,0,0,0,206748.745,463158.498,3.1E+15,운영
391,상아아파트경로당,서울특별시 노원구 중계동 505번지 ,,19890629,운영중,,,,,,,20,0,0,205445.8439,459604.3115,3.1E+15,운영
390,현대2차아파트경로당,서울특별시 노원구 상계동 1078번지 ,,19940630,운영중,,,,,,,50,0,0,204377.8401,463320.693,3.1E+15,운영
389,상일경로당,서울특별시 노원구 상계동 1049-35번지 ,,19940630,운영중,,,,,,,33,0,0,204736.4935,463577.6553,3.1E+15,운영
388,중앙하이츠경로당,서울특별시 노원구 중계동 165-2번지 ,,19940630,운영중,,,,,,,20,0,0,,,3.1E+15,운영
387,평화사회복지관경로당,서울특별시 노원구 중계동 514-3번지 ,,19940810,운영중,,,,,,,110,0,0,206020.8912,460461.895,3.1E+15,운영
386,롯데우성아파트경로당,서울특별시 노원구 중계동 361-1번지 ,,19940317,운영중,,,,,,,55,0,0,206357.8743,460497.7088,3.1E+15,운영
385,현대1차아파트경로당,서울특별시 노원구 중계동 577번지 ,,19940418,운영중,,,,,,,31,0,0,207430.9736,460705.3358,3.1E+15,운영
384,중계불암경로당,서울특별시 노원구 중계동 366번지 ,,19940124,운영중,,,,,,,49,0,0,206949.9781,461064.5301,3.1E+15,운영
383,대림벽산아파트경로당,서울특별시 노원구 중계동 363번지 ,,19940222,운영중,,,,,,,363,0,0,206806.7029,460547.6681,3.1E+15,운영
382,삼익선경아파트경로당,서울특별시 노원구 하계동 255-1번지 ,,19940418,운영중,,,,,,,30,0,0,206729.2276,459636.2549,3.1E+15,운영
381,극동아파트경로당,서울특별시 노원구 월계동 802번지 ,,19940418,운영중,,,,,,,30,0,0,,,3.1E+15,운영
380,한신3차아파트경로당,서울특별시 노원구 상계동 458번지 ,,19930825,운영중,,,,,,,39,0,0,205889.4931,462657.5763,3.1E+15,운영
379,원터경로당,서울특별시 노원구 상계동 330-27번지 ,,19931019,운영중,,,,,,,60,0,0,205881.3035,461546.3022,3.1E+15,운영
378,수락현대아파트경로당,서울특별시 노원구 상계동 산 65-1번지 ,,19930520,운영중,,,,,,,52,0,0,205275.5443,463681.8143,3.1E+15,운영
377,중계사회복지관경로당,서울특별시 노원구 중계동 193번지 ,,19930902,운영중,,,,,,,67,0,0,,,3.1E+15,운영
376,마들사회복지관경로당,서울특별시 노원구 중계동 513-3번지 ,,19930902,운영중,,,,,,,80,0,0,,,3.1E+15,운영
375,주공8단지경로당,서울특별시 노원구 중계동 ,,19931215,운영중,,,,,,,30,0,0,,,3.1E+15,운영
374,주공6단지경로당,서울특별시 노원구 중계동 364-12번지 ,,19931215,운영중,,,,,,,36,0,0,206841.213,460700.5172,3.1E+15,운영
373,중계7단지경로당,서울특별시 노원구 상계동 1013-22번지 ,,19931019,운영중,,,,,,,36,0,0,,,3.1E+15,운영
372,신안동진아파트경로당,서울특별시 노원구 중계동 364번지 ,,19931215,운영중,,,,,,,43,0,0,206855.2757,460822.6468,3.1E+15,운영
371,한동경로당,서울특별시 노원구 하계동 256-5번지 ,,19930902,운영중,,,,,,,38,0,0,206572.0485,459788.2612,3.1E+15,운영
370,공릉경로당,서울특별시 노원구 공릉동 415-36번지 B B동 01호,,19930715,운영중,,,,,,,0,0,0,206921.3269,458098.0588,3.1E+15,운영
369,월계종합종합복지관경로당,서울특별시 노원구 월계동 600번지 ,,19930902,운영중,,,,,,,160,0,0,204872.4987,458540.4463,3.1E+15,운영
368,2단지각심경로당,서울특별시 노원구 월계동 ,,19930302,운영중,,,,,,,55,0,0,,,3.1E+15,운영
367,중계4단지(목화)아파트 경로당,서울특별시 노원구 중계동 511-2번지 ,,19920701,운영중,,,,,,,80,0,0,206078.194,460122.9184,3.1E+15,운영
366,복지경로당,서울특별시 노원구 상계동 169-80번지 ,,19920825,운영중,,,,,,,69,0,0,206150.3539,462245.0732,3.1E+15,운영
365,불암경로당,서울특별시 노원구 상계동 404-7번지 ,,19920820,운영중,,,,,,,56,0,0,205759.0877,461918.4344,3.1E+15,운영
364,한신아파트경로당,서울특별시 노원구 상계동 997번지 ,,19920518,운영중,,,,,,,40,0,0,,,3.1E+15,운영
363,학도경로당,서울특별시 노원구 중계동 43번지 ,,19960325,운영중,,,,,,,52,0,0,,,3.1E+15,운영
362,동진아파트경로당,서울특별시 노원구 중계동 103번지 ,,19960125,운영중,,,,,,,37,0,0,207167.0717,461100.7747,3.1E+15,운영
361,공릉우성아파트경로당,서울특별시 노원구 공릉동 738번지 ,,19960216,운영중,,,,,,,0,0,0,206350.5462,458470.5157,3.1E+15,운영
360,사슴1단지경로당,서울특별시 노원구 월계동 321번지 ,,19961119,운영중,,,,,,,130,0,0,205271.8355,458634.3704,3.1E+15,운영
359,상계신동아아파트경로당,서울특별시 노원구 상계동 133-163번지 ,,19950626,운영중,,,,,,,54,0,0,,,3.1E+15,운영
358,금호타운아파트경로당,서울특별시 노원구 상계동 1270번지 ,,19950620,운영중,,,,,,,42,0,0,206002.4073,462768.0729,3.1E+15,운영
357,노원현대아파트경로당,서울특별시 노원구 상계동 581-160번지 ,,19950426,운영중,,,,,,,20,0,0,,,3.1E+15,운영
356,상계재개발주공아파트경로당,서울특별시 노원구 상계동 1110번지 ,,19950531,운영중,,,,,,,50,0,0,204619.1435,463887.9426,3.1E+15,운영
355,중계성원2차경로당,서울특별시 노원구 중계동 581번지 ,,19950520,운영중,,,,,,,26,0,0,206573.9926,462099.065,3.1E+15,운영
354,중계주공10단지경로당,서울특별시 노원구 중계동 360-16번지 ,,19950928,운영중,,,,,,,40,0,0,206397.6305,460638.1919,3.1E+15,운영
353,중계성원1차아파트경로당,서울특별시 노원구 중계동 580번지 ,,19950529,운영중,,,,,,,33,0,0,206111.3724,460867.3744,3.1E+15,운영
352,3차청구아파트경로당,서울특별시 노원구 중계동 360-2번지 ,,19951228,운영중,,,,,,,36,0,0,206490.2474,460830.6154,3.1E+15,운영
351,공릉3단지경로당,서울특별시 노원구 공릉동 ,,19950529,운영중,,,,,,,0,0,0,,,3.1E+15,운영
350,공릉2단지경로당,서울특별시 노원구 공릉동 ,,19951212,운영중,,,,,,,25,0,0,,,3.1E+15,운영
349,공릉1단지경로당,서울특별시 노원구 공릉동 ,,19950529,운영중,,,,,,,104,0,0,,,3.1E+15,운영
348,효성아파트경로당,서울특별시 노원구 공릉동 ,,19950708,운영중,,,,,,,0,0,0,,,3.1E+15,운영
347,삼익아파트경로당,서울특별시 노원구 공릉동 737번지 ,,19951218,운영중,,,,,,,54,0,0,207164.2014,458290.1383,3.1E+15,운영
346,인덕경로당,서울특별시 노원구 월계동 633-116번지 ,,19950324,운영중,,,,,,,53,0,0,204977.0341,458630.616,3.1E+15,운영
345,사슴3단지경로당,서울특별시 노원구 월계동 320-11번지 ,,19951212,운영중,,,,,,,30,0,0,205199.0491,458821.0085,3.1E+15,운영
344,사슴2단지경로당,서울특별시 노원구 월계동 320-9번지 ,,19951220,운영중,,,,,,,40,0,0,205307.793,458913.3194,3.1E+15,운영
343,성원아파트경로당,서울특별시 노원구 월계동 322-1번지 ,,19950923,운영중,,,,,,,60,0,0,205448.8058,458564.3479,3.1E+15,운영
342,서광아파트경로당,서울특별시 노원구 월계동 922번지 ,,19950531,운영중,,,,,,,23,0,0,205660.9643,457868.0705,3.1E+15,운영
341,현대3차아파트경로당,서울특별시 노원구 상계동 1042번지 ,,19940630,운영중,,,,,,,20,0,0,,,3.1E+15,운영
340,한우리경로당,서울특별시 노원구 중계동 154-40번지 ,,19980109,운영중,,,,,,,26,0,0,206489.583,461924.6216,3.1E+15,운영
339,현대2차아파트경로당,서울특별시 노원구 중계동 574번지 ,,19980403,운영중,,,,,,,20,0,0,,,3.1E+15,운영
338,천보경로당,서울특별시 노원구 중계동 93-32번지 ,,19980411,운영중,,,,,,,57,0,0,207186.9499,460880.277,3.1E+15,운영
337,공릉4단지경로당,서울특별시 노원구 공릉동 ,,19980309,운영중,,,,,,,45,0,0,,,3.1E+15,운영
336,성우아파트경로당,서울특별시 노원구 공릉동 401-1번지 ,,19980910,운영중,,,,,,,33,0,0,,,3.1E+15,운영
335,연촌경로당,서울특별시 노원구 월계동 376-31번지 ,,19980204,운영중,,,,,,,46,0,0,205147.9054,458100.9584,3.1E+15,운영
334,초안아파트경로당,서울특별시 노원구 월계동 924번지 ,,19980514,운영중,,,,,,,38,0,0,203719.1617,458774.957,3.1E+15,운영
333,대우아파트경로당,서울특별시 노원구 월계동 775번지 ,,19981116,운영중,,,,,,,49,0,0,204463.4536,458982.5601,3.1E+15,운영
