,0
95,게시글 몇 개 올리지도 않았는데  전문판매업자라고 제재하고  사전 경고나 알림도 없이 나도 모르게 게시글 노출이 되지 않는 어플ㅋㅋ 제재 받고 한참 뒤에 게시글 노출이 되지 않는걸 확인했는데 고객센터에서는 질문에 맞는 답변은 하지도 않고  몇 개부터 전문판매업자인지 기준도 알려주지도 않아서 직원 꼴리는대로 이용자 제재하는 어플ㅋㅋ
96,다 좋은데 누가 비매너 표시를 했는지 확인하고 싶어요  거래 여건이 맞지 않으면 거래를 할수 없는건데 그걸로 불친절 비매너를 남겨서  일 정지됐네요  고쳐주세요
97,  채팅 알림이 안 와서 보면 채팅이 와 있어요   그래서 채팅 확인하려고 채팅창 들어가면 새로 온 채팅 표시가 안돼요    몇 분 후에나 보여요  계속 그러네요
98,거래편리한앱이있어서좋아요  또물거래하는걸사면파는분이너무친절해요  그리고산걸잘쓰고있고 좋아요 
99,아니 골때리네 당근첫거래후 매너온도가  이 넘어었는데 답변온게 고작 전문판매같다는 신고받고 온도를 계속깍아내리네 판매자입장은 생각도 안해주고ㅋㅋ 신고만하면 검토  도없이 점수 깍아내리네ㅋㅋ 졸라 얼탱이없네 거래보소 내 프로필 재거래희망률 다 작작해라 당근이용자많아지니 눈에비는게없고 관리가 허술해지나  사기친것들도 탈퇴하면 못잡는게 뭔 거래 어플이고 탈퇴하면 흔적도없이 조사조차 안하는것들이 증거자료 스샷해서 첨부 보낼수도없게 신고하라고 글만쳐적어서보내면 탐정이냐 니들이 그걸 다잡아내게  개선이라곤 지들 노력도 아니고 오르지 회 전체 리뷰
100,키워드 알림시 금액조건을 좀 걸어주세요  예를들어  만 이하만 알림오게 한다든지 이런 키워드알림의 상세조건을 지정할 수 있게요 
101,잘 쓰고 있었는데요  갑자기 오늘 채팅할 때  자주쓰는문구 에 저장된 문구들이 모두 사라졌어요 
102,한번도 사용못하고 어플깔인두었는데 팔고싶은게 생겨서 접속하려니  년까지 이용제한이라고뜨네요 도대체 왜그런겁니까 사기친것도 없구요 뭘한게있어야 사기도치는데 아무것도 한게없다고요 아놔 제껄로 누가 사기를친건지 저것좀 풀어주면좋겠네요 어디다 문의해야할지 전화번호도 못봅니다
103,이거 개월하는데쓸모없는물건파는게너무좋아요 그런데배송비는쫌비사서지직거래만해야돼는게아쉬워요 
104,동네 인증이 안 돼요  몇 십번을 했는데  앱 한 번 사용 못해보고 지워야 될 것 같아요  처음 깔았을 때도 안 되서  번째로 깔은 건데 안되네요  허용하라고 뜨는 거 다 허용했고요 
105,왜 당근  하고 알람이 안울려요  일반문자소리로와요 키워드알림이 아예안오기도하고 잘됐었는데 어느날부터갑자기그래요
106,동네 주민을 대상으로 하는 만큼 물물교환을 희망한다는 설정사항이 있어서 가격을 안 매기고 무료나눔도 아닌 형태로 등록할 수 있도록 하면 많은 사람이 이용할 것 같아요
107,저는 당근마켓을 작년부터 알게되었는데요 좋은 물건을 저렴히 살수있고 나눔도 가능하니 정말 최고의 마켓인것 같습니다  일단 주변에 가깝게 계신는 분들과 직거래가 제일로 맘에 듭니다 
108,조금 반은이 느린거 빼고는 만좁합니다 푸시알림으로 왔을때 챗의 키보드가 화면을 가려서 입력할수없는 버그 같은게 있습니다
109,아무라 시도해도 전화번호가 인증이 안됩니다  인증하기를 누르면  초안에 문자가 와야하는데 문자가 오지 않습니다 
110,최신버전인데 중고물품 쓰다가 나가면 예전에 임시글로 저장되어 이어작성하기가 되었는데 요 며칠 전부터 임시로 저장됐다 메시지는 떴는데 막상 들어가면 이어작성 안뜨고 그냥 새글 작성 처럼 되어서 긴 글 다 써놓고 다시 써야해서 황당했음 그리고 자주쓰는 문구 추가 싹 다 없어졌고 다시 적어서 추가하기 눌러도 전혀 저장 안됨  앞서 작성해놓은 중고물품 리스트 내용 복사해서 계속 쓰고있음 개선필요함 그리고 이거는 한참 전에 개선필요하다 말씀 드렸는데 아직도 전산 처리 안되고 있음 물건 판매 리스트 밖에 채팅수  관심 하트수 갯수가 실제 물건 전체 리뷰
111,동네 이웃들과의 따뜻한 거래가 지역을 한정해야만 가능한건가요  그 점이 오히려 당근마켓을 이용하지 않는 주된 원인이 되는것같습니다  많은사람들이 접근하기 편한 앱인만큼 많은사람들에게 기쁨을 주는것이 옳다고 봐요  판매자도 구매자도 심지어는 개발자도 그 편이 최대이익을 낼 수 있는 방법인데 서비스를 제한하니 이만큼 답답한게 없는 것 같네요  다른사람들도 다 그렇게 생각하는 모양새인데 개발자님은 안그러신가요 
112,게임에 광고를 넣었으면 끄는 기능도 있어야지  무조건 다운받게 하는거냐  거지근성이냐 
113,동네설정 넓게 하고 키워드알림 해놔서 알림이 떴는데 내 동네랑 쪼끔 멀다고 채팅으로 뭘 물어볼 수가 없네  사람 약올리는 겁니까 
114,검색기록 볼려하면 문자패드가 화면  를 가림  터치하면 기록도 닫혀짐  번개장터처럼 바꾸셈 
115,일단 너무 좋음  완벽함  다른 중고거래 어플보다 훨씬 편함 단점은 탈퇴하면  일 기다려야 함   일째 기다렸는데 안 열려서 기다리는 중  언제 될까 
116,예전에 핸드폰으로 쓰다고 테블릿 로 바꾼 유저인데요 자꾸 동네 등록할수 없는 환경이라고 하네요  번만 그러는것도 아니고 계속 안되서 앱 사용을 못 하고있습니다 이점 개선 부탁드려요 그래서 앱 자체는 넘 좋습니다
117,참 좋은데 지역을 더 넓힐수 있으면 좋겠고 광고시작일시를 정할수 있으면 좋겠어요 
118,거래 양이 많지않아보였는데 아니더라구요  순삭되는거였어요  빠른 중고판매에 짐정리가 쉬웠습니다  감사합니다
119,제가 올린 상품 검색 안되는 오류   문의해서 고쳐주곤 했는데 이 오류가 아직도 있네요   년도 더 된 오류인데 아직도 고쳐지지가 않네요  매번  문의 남기기도 너무 번거롭고 불편합니다  그리고 검색 시스템이 이상합니다  예를 들어  삼성 물걸레 청소기  라고 물건을 올리면  삼성 청소기  검색시  삼성 물걸레 청소기 라고 올린 상품은 검색이 안됩니다 똑같이 검색하거나 이어지는 단어가 같아야지 검색이 돼요  이것도 꽤 오래된 문제인데 당근마켓은 문제 개선이 잘 안되는것 같아요  이것좀 고쳐주세요 
120,장점은 자기 동네글만 나와서 직거래등 편리한 부분이 있다는 것이고 단점은 인증한 동네만 나오다보니 거래량이 너무 적다
121,업데이트하고 나서 검색을 할 때 마지막에 쓴 단어가 항상 두번씩 써져요  구글키보드 사용하는데 이거만 그런진 모르겠지만 너무 불편합니다  영어는 안그러는데 한글만 그러네요  빠른 수정 부탁드립니다 
122,안쓰는물건 필요로하는 사람드릴 수도있고 좋은제품 저렴히도 구매하고 일석이조 입니다  전 롱런갑니당 
123,아기용품은 새거사기 아까운데 너무 도움되요  안쓰는 물건들 처분하기도 편하고 이런어플 만들어주셔서 감사하네요
124,아직 뭐라고 표현해야할지 최근에 구매한 제품에 실망을 가져다 주내요 제가 다리아파서 전동차를 구매했는데 충전도안되고 타지도 못한 전동차를 실망입니다  원 주고요
125,앱보단 아이템인거고  회사에서 가끔 중고물건 살때 블루투스 키보드로 채팅하는데 커서 날라가고  여전히 병맛이네 이거 좀 고쳐주소
126,중고 거래가 너무 활발하고 판매하시는분들이 대부분 허위상품이 없는것 같아서 좋아요
127,당근마캣에서 구하고자하는 물건 쉽게 구할수있는 당근마캣 당근좋아요 덕분에 좋은 거래하게 되었네요  당근마캣 최고입니다 감사드립니다 
128,너무 잘 사용하고 있는데 저는 전 버전이 더 좋다고 생각하는 사람이라  전 버전으로 바꿀 수 있는 방법 없나요  지금 버전은 검색 기록이 한정 되어있어서 불편해요 
129,타지역거래가 활성화 되어서 택배나 화물에 더 이바지 했으면 좋겠네요  아니면 당근택배라는 걸 만들어서 안전배송이 되었으면 좋겠네요 
130,안쓰는물건판매하니너무조아요 필요한물건도아주말도안되는값에구매하니좋구요당근이최곱니다코로나시기에당근땜에신나고당근땜에삽니다
131,검색어 이력이 없어졌네요  검색어를 클릭하면 기존에 검색했던 이력이 나왔었는데 이제 왜 안 아오나요 
132,일반 개인판매글 사진을 확태해서 보면 정상인데 업체 홍보글들은 확대해서 보면 뭔가 부자연 스럽고 렉이 생기는거 같습니다 
133,제품들도 좋고 중나 를 오래사용했었는데 당근은 매너들도 좋고 정말 필요한제품 구하고 나눌수 있어서 넘 좋아요 
134,광고댓글 내용없는글 비난글 백번 천번 신고해도 절대 삭제안함  글 삭제도 안할거면 뭣하러 신고기능 만들어서 뻘짓거리하니 
135,걍 우리동네 뭐 올라오는지만 봐도 재밌음  앱 만든 퀄도 너무 좋음  물건 제목 쓰면 알아서 카테고리 자동으로 딱 띄워주는데 눈물이 펑펑
136,동네 주민간 신뢰를 바탕으로 서로 필요한 물건을 거래하니 서로에게 좋네요  이용해 먹고 사기치는 사람이 없기를 바랍니다 
137,어느분이 만드신건지  처음 경험했는데 너무 즐겁습니다  필요한 물건구하고  필요없어진 물건 보내고  좋은분도 만나고  행복하십쇼 
138,진짜 정말 좋아요 평생 추천하는 앱이에요 저는 사용하면서 렉이 걸려본 적도 없고 그냥 모든 거에 만족해요 대신 정렬할 수 있는 그런 것이 있었음해요 당근   아주 만족해요
139,자주쓰는 문구 저장 안되는거 업뎃에 적용 안되었네요 어떤게 개선이 되었다는건지 모르겠네요
140,주변지역밖에 거래되지않는시스템땨문에 꼭사야하는 매물을 구매할수가없네요 차라리 번장이나아요
141,자주쓰는 문구가 삭제되었고 재등록이 안됩니다 얼마전에 고객센터에 문의했었는데 해결이 안됐어요
142,옛날에는 잘됐는데 제가 모르고 당근을 삭제을 했는데 몆달후에 다시 깔려니깐 인증번호를 해달래요 근데 인증번호는 계속 안오고 그 점 고쳐주세요
143,  버전 업데이트 하고나니 댓글에 답글쓰기 안되고 매너평가 안되고 검색한 내역 저장 안되서 의자 검색하려면 매번 타이핑 해야 하네요 그외에도 다른 버그 있을거같은데 확인하고 수정해주세요
144,만족하며 쓰고있습니다 다만 리뷰 권장 배너가 버그로 내용없이 창이 떴다가 지우고 다시 까니 보이네요 참고하세요
145,입문입니다  재밌네요ㅎㅎ 몰라도 사는데 전혀 문제없지만 알고나니 재미가 쏠쏠  합니다 
146,차단해도 상대방한테 메세지 계속 전화도 오네요  그럴거면 차단기능이 왜 있나요 
147,번호입력해서 인증번호 받고 위치를 고르면 인증할수없는환경이라뜨네요 다시깔고 들어가도 계속 반복되기만해요 휴대폰 말고 탭으로 하는건 안되는건가요 
148,화면 다크모드 설정이 없어서 새벽에 눈부셔서 보기가 힘듦  기본적으로 흰 배경이 많아서 눈뽕 심함
149,아니 당근마켓 전에는 잘 사용 했는데 어플 다시 깔고 당근 마켓 이용 할려니  년  월 일 까지 이용 제한이라고 뜨네요 정말 답답 하네요
150,새상품을 주로 샀는데 중고상품도 거의새상품또 저렴해서 좋아요 친구도 사귈수 있어서 넘좋네요
151,당근 정말 좋아요  필요없는 물건 정리도 되고 버릴것 소소하게 용돈벌이도 되고요   
152,업데이트하고나서 글읽기 검색이 기존창에서 새창띄우기느낌으로바뀌면서 글읽기 검색 다 느려진느낌입니다
153,끌어올리기 할 때 남은시간이  분 미만이면 타이머 문자열이 표시가 안되는 오류가 있네요
154,  혹시 본인을 포함한 가족접수를 하지 않으셨나요  자녀 혹은 가족분의 정보에 휴대폰 번호가 기입되어 있을 가능성이 있습니다  접수실에서 등록된 전화번호를 확인해 주세요    병원 전산에서 접수가  번 되었을 수도 있습니다  마지막 알림톡  대기인원 확인하기 를 통해 대기자수 확인이 가능하다면  정상적으로 접수가 된 것이니 안심하셔도 됩니다    접수실에서 접수할 때 대기자 수가  명 이상인 경우  알림톡을  번 받게 됩니다  최초 접수 때  번  대기자수가  명으로 줄어들었을 때  번  이는 환자분의 진료 차례가 가까워지고 있음을 전체 리뷰
155,사기가 좀 많아서 힘들어요 직거래라도 고장난것도 팔더라구요 그래도 좋은물건도 조금은 있어서 별 개입니다
156,예약중 취소 알림기능 알고는 있지만 현재 의미가 없기에 드린 질문인데 해결이 힘들면 일주일만 더 기다려 봐야겠네요
157,로그인하려고 인증번호입력하니 비정상적인 접근이라 인증이 제한된다는 메시지가 자꾸떠서 로그인이 안되고있어요  폰을재부팅하고 앱을지웠다 다시 깔았는데도 그러네요 왜이런건가요 빨리 복구시켜주세요 답답합니다
158,평소집에 충동구매로 이쁜쓰레기가 참 많았는데 버리자니 아깝고 집에두자니 공간차지하고 마침 당근이 해결해줘서 유용하게 쓰고있습니다
159,오른쪽 하단에있는 글쓰기 버튼 좀 이동할수있도록해주세요 한손으로 스크롤 내리다가 딱 그위치라 자꾸 눌러지네요
160,갑자기 자주쓰는문구 저장해놓은게 하나도 안뜨고 다시 저장해도 안떠요  왜이러죠 
161,자주 오류가 발생합니다  때때로 검색하면 네트워크가 끊켰다고 뜹니다 
162,어제 첨 깔고 거래해봤는데 광고노출양도 거의없고 사용도 편리하며 지방사는데도 유저가 많아 빠른거래가 가능했어요 대만족합니다
163,정말 고민을 많이한 인터페이스 입니다 편하고 좋아요 다만 대화 알림오고 당근 들어가면 대화창에 알림온 대화가 없어요 그것만 수정해 주세요
164,거래할때 좋은 분들이 많습니다 다만 중고나라 에서 사기치던 애들이 조금씩 보이더군요 가격 시세 모르는것도 아니고 알면서 눈탱이 칠려는 애들도 조금 보이고요 관리 하세요
165,찾는물건 검색이안되여 어떻게해야되나요  자꾸로딩표시만나오구 그다음화면으로안넘어가요 
166,아이는 금방금방 커서 새물건 사는게 부담스러운데  당근마켓에서 저렴하게 사서 잘 쓰네요
167,가까운 동네만 나오니깐 구하고 싶은걸 찾을수없어요 판매자분의 이름을쳐도 가까운동네만 나오는거라 살수도없으니 가까운곳이 아니여도 찾을수 있으면  점은 될꺼같네요  앱사용은 좋은데 먼곳도 되면 더좋을꺼 같아요 
168,아니 앱에는 진챷ㅊ 문제가 없거든요  근데 여기 사람들 다 이상해요 직거래 약속하면 약속당일날 거래취소를 해버린다거나  더 심하면 약속장소까지 나왔는데 다왔다고 거짓말 치면서 역으로 차단하는 사람들이 너무너무너무  많아요 진짜 이런 사람들 다 거르고 싶은데 너무 속상해요 진짜 그냥 잼민이들 개많은듯 
169,가까운 동네 위주의 신속 정확한 무료나눔 및 물물교환에 쓰기에 수월합니다 
170,정확한 물품설명과 찾기쉽게 위치공유도 맘에 들었고 첫거래인데 너무 만족합니다
171,집에 안쓰는 물건 팔수 있어서 좋구요 필요한 물건 싸게 구입할수 있어서 정알 유용합니다 
172,만족스럽게 사용하고 있는데 집하고 조금 더 떨어진곳과의 거래도 가능했으면 좋겠어요 
173,대단한당근마켓이네요 정지시켜놓고 왜 안풀어주나요 잘못없이 저도 당근에서비매너평가해서 장사꾼이나 비매너줘서 다 정지시켜야되겠네요 재미있을것같네요 잘못없이 정지시키고 대단한당근마켓이네요 무서워서 당근하겠어요 ㅎㅎ
174,갑자기 사진이 잘 안보여요 다음장으로 넘기면 로딩이 무척 길거나 검은화면만 떠요
175,좋고 편리하네요  저희 동네가 잘 없어서 뭘 살수가 없는데요  그래도 그것만 빼면 다 좋아요  직거래도 편하고 좋아요 
176,버리기 아까운 물건들 모두모두 나누어 쓸수있으면 해서 이렇게 인사 드립니다 서로서로 믿고 좋은물건 함게 공유해요
177,당근마켓이 좋아요 안 쓰는거 나눌 수 있고 필요한거 살 수 있고 참 유익합니다
178,저가 동네그거 하고 가입 하려하는데 전화번호하고 인증번호 받을려고 인증번호 받기 누르고 기다렸는데 인증번호 는 않오고 계속 하루에  회 가능합니다 라고뜨는데 어떻게해요 제발 답장하주세요 
179,  최애 고객입니다  근데 몇달전 스미싱피해로 개인정보가 누출되었는데  그놈이 당근에접속해서 먼짓을 했는지  접속 시 불량고객으로 이용정지된 고객이라고 접속불가하다고 합니다  이용정지 풀어주셨으면 합니다  감사합니다 
180,판매글 조회수를 한 사람당  회인 건 아는데 봤다가 다시 들어갈 때 조회수가 안늘거든요  혹시 다시 들어갈 때도  회씩 늘게 하면 안되나요 
181,필요한 물건을 가까운 곳에서 이웃의 얼굴보며 거래할 수 있어서 참 좋습니다 
182,검색란에 검색기록이 저장됬었는데 언제부턴가 매번 새로 작성해야 하는데 모가 바뀐건가요 
183,비매너  사기  업자에 대한 관리가 잘 안되는거같아요 구매하시는 분들보다 나눔받으러 오는사람 비매너가 훨씬 높아서 나눔 못해먹겠네요 비매신고 패널티 크게 증가시켜주세요
184,검색필터에서 새상품만 따로 검색할 수 있게 해주셨으면 좋겠어요 
185,관리자님  검색기능에서 에전에 검색했던 히스토리가 전에는 있었는데 언제부턴가 사라졌습니다 당근 열때마다 검색어 입력 하는게 너무 번거로워 졌습니다 저만그런가요  좀 고쳐주시면 더좋은 당근이 될것 같습니다
186,최근검색어 그전건 좋아는데 지금은너무 불편해요 수정좀해주세요
187,좋은물건 직거래로 살수있어서 아주 좋습니다  벌써 두번이나 거래했네요 
188,비매너 평가는 왜 본인한테만 보이나요 전부한테 다 보여야 되는거 아닌가요  비매너 유저 신고해도 별거없고 
189,처음입니다여러선배님들잘부탁드립니다자동차에대한모든것과중고내비게이션도있어요
190,검색어 자동완성기능이 사라진건가요  매우불편해요 제가 검색했던 기록이 안뜨네요
191,서로 나누면서 도움이 많이됩니다  당근마켓 널리 번창하길바람니다
192,거래상품을 볼때 높은가격순 혹은 낮은가격순으로 볼 수 있는 선택적기능이 있었으면 좋겠어요  더 나아가 다른옵션들도 있었으면 좋겠어요  예를들어 기기같은 경우는 얼마나 사용했는지에 따라 정렬이라던지 등등  그리고 당근챗알림 아이콘이랑 키워드알림 아이콘 디자인이 구별되면 좋겠습니다 
193,이런 나늠이 절실한 분들이 많을거라는 생각입니다  부담없이 선택할 수 있는 마켓 강추합니다 
194,번개장터는 매너없는 사람이 너무 많았는데 당근마켓은 물건도 금방 팔리고 매너도 좋네요 
195,상대 거래자의 문제로 신고를 넣어도 당근마켓에선 답장 조차 없고 대처가 너무 심하게 부족하네요
196,비매너짓을 해도  번까지는 아무런 문제가 없는 시스템 이게 정상적인 시스템인가 싶음 사기꾼이 날뛰어도 두번까지는 아무런 문제가 없다는 점에서 인생중에 두번까지는 사기치고 비매너짓은 해봐야지  하는 느낌이 강하게 듭니다  이것이 당근의 이상인가요 
197,이번에 당근마켓 동네알바 업데이트 된거 진짜 좋은 것 같애요 다른 앱에서 동네알바 찾기도 하고 당근마켓에서도 알바 쉽게 찾을 수 있어서 편합니다
198,첫 사용이라 다른부분들은 머 서비스차원 사용불편용도 서람과의 만남의 불편 등등  어떻게 될지는 잘모르겠습니다만 그래도 그냥 이렇게 스마트폰으로 거래하기 좋은 앱이 있어서 좋은 것 같습니다  굿입니당 
199,잘 쓰고 있고 좋아요  다만 한가지 기능이 생기면 참 좋겠는게 관심 목록에 추가한 물품들을 분류별로 스스로 만들어 나눠 볼 수 있게 만들어주시면 참 좋을것 같아요  예를 들자면 신발류  가전류  도서류 이런식으로요  여러가지 담아놓고 같은 종류 물건 비교해 보려하면 여러번 왔다갔다해야되는 번거로움이 있어서요 
200,당근마켓 정말 잘 사용하고 있습니다  다만 개선해야 할 부분이 있는데 이걸 어디다 남겨야 할지 몰라 여기에 남깁니다  대화창 블루투스 키보드로 채팅할때 불편합니다  백스페이스 키로 대화 삭제하기라든지 등 여러가지 불편한 사항들이 있습니다 개선 부탁드립니다 
201,당근마켓에서 여러 물품을 구매해서 잘 사용하고 있습니다 하지만 판매를 하면서 구매를 약속한 사용자가 거래장소에 나타나지 않는 일이 발생하였습니다 이런 경우는 사용자의 문제라 어쩔 수 없는 문제라는 것을 알지만 문제는 그런 사용자가 탈퇴를 하여 약속을 지키지 않는 적이 있는다는 사실을 숨길 수가 있다는 점입니다 당근마켓에 좋은 분들이 많으신 것은 알지만 몇몇 사용자의 이기적인 행위를 막기 위해서 다음과 같은 개선을 요구합니다 거래 약속이 있는 경우 그 거래가 완료되기 전까지 거래를 실제로 마무리 한 뒤 앱으로  거래완료 라는 버튼 기 전체 리뷰
202,사진을 찍어서 올릴려고하는데 사진 찍는게 어디에 있는지 잘 안보여요 조금 크게 만들어 주시면 감사하겠습니다 
203,채팅 반응이 느려요  메세지왔다고 누르면 온게 없구 몇분뒤에야 겨우 확인할수있어요
204,필요한물건은 싸게 사니 좋고 안쓰고 쟁여둔 물건 제주인만나니 더 좋고 완전 사랑입니다 
205,편하고 좋은데 은근 상대방이 거래도중 잠수를 타네요  잠수시 불이익 주는 무언가가 있으면 좋겠어요  무나한다고도 올렸는데 연락주신분  분이 다 잠수타서 의욕 잃고 그냥 글 내렸어요   사람들 이제 거래파기하면서 죄송하다는 말도 안허네요ㅋㅋㅋ 이럴거면 그냥 앱 지우는게 낫겠어요
206,비매너 사용자예요 누르면 그 항목이 안나오네요  불편했던 점을 선택해달라고만 나오고요  신고하기에 다른건 다 나와요  오늘 아침에 연락하고 다짜고짜 돈 깎더니 거래하기로하더니 탈퇴하고 약속장소가서 기다렸는데 오지도 않아서 열받는데 신고도 안되네요 
207, 당근마켓에 감사드립니다    쓰레기가 다른 사람에게 유용한 상품이 되니 참 좋은 시스템이라 생각되어 국가적으로나 환경적으로 기여가 되니 감사합니다   내 스타일이 아닌데 좋은 거라 버리긴 아까운데 누가 가치를 알아주고 소화시켜 주니 너무 감사합니다   중고나라와는 달리 직거래하니 사기 당하지 않아 감사합니다   필요한 물품을 싸게 살 수 있어 너무 감사합니다  당근마켓에 건의합니다 프라이팬 사기 당한 적 있음  집에서 요리하지 않는다며 상품에 대해 잘 모르는 것 같이 연기하며 비싼 것 같다면서 싼가격에 내놓아서  전체 리뷰
208,에잇 리뷰 수정하려다가 삭제되었네  얼마전 갑자기  네트워크 오류  라는 메세지가 뜨면서 어떤 메뉴도 안들어가지는 에러 발생   네트워크 문제는 전혀 없었음  삭제 후 재설치 했는데  이틀 후 이번에는 그냥 아무 메세지 없이 들어가면 흰 바탕 화면만 뜨고 먹통  걍 불안정 한 듯  고객센터에 글 남겨달라는데  뭐가 보여야 남길  추가  역시  복붙  이러면 있던 호감도 깎이는 거 모르는   초보
209,진짜 너무 좋아요  근데 흠이라면 채팅할때 타자칠때는 화면이 밑으로 안되있고 위에있다는거  이거 말곤 진짜 다좋아요  한번 검토해서 고쳐보는것도 좋을거같아요
210,안쓰는 물건을 그냥 버리지 않고 필요한 사람이 잘 활용 할 수 있게 하는 게 너무 좋습니다
211,너네 문자인증이 많이 느려서 기분이 좋지 않다  부모님 만수무강하시고 복 많이 받으시고 좋은 일만 생겨라 항상 노력해라 
212,앱은 괜찮은데 악의적인 반복게시물 신고는 못가려내나요  이용층 정신상태가 만만치 않은거같아 몇개 팔고 그냥 중나나 쓰는게 나을거같다고 느끼네요
213,정말 트래픽에 감탄하게 되네요  빔프로젝터 거치대를 나눔한다고 올렸는데  분도 안되서 세 분이 연락을 주셨어요  어떻게 보면 되게 생소한 아이템인데 좁은 지역 범위에서 이게 매칭이 되다니  당근이 지향하는게 뭔지 알것만같네요
214,잘사용하고 있었는데 며칠전부터 갑자기 앱접속하면 리스트는 나오는데 이미지파일이 나오질않고 검색창으로 들어가면 무한로딩 입니다  삭제하고 다시 설치해도 마찬가지고 왜그런가요  타 어플은 이상없이 잘되는데 
215,집에 묵혀서 결국엔 안쓸 물건이 넘들에게 도움이 되니 넘나 좋은 플랫폼이네요
216,안녕하세요 내 동네 설정만 되는 게 당근의 장점일 수 있지만요 시골 동네나 그런 쪽 살면 거래가 한정적이어서 안정적이긴 하나 조금 그래요 범위가 어느 정도는 넓혀졌으면 하네요 그리고 동네 알바 들어가서 보면 밑에 우리 동네 알바 뜨면서 다른 지역들도 구경할 수 있게 나오더라고요 근데 얼마 구경도 하지도 않았는데 화면이 버벅 거리고 렉 걸려요 다시 뒤로 가서 다시 검색해서 누르면 또 렉 걸려서 편하게 볼 수가 없네요  이 점 빼면 만족합니다 개선 부탁드려요 
217,좋은사람 좋은 물건은 많아서 좋은데 접속오류가 자주나서 짜증납니다
218,어이없이 정지 시키고요 사기 당했는데도 조치를 제대로 안해주네요
219,채팅 알람이 안오는 버그가 있는 것 같아요  당근마켓을 홈 버튼으로 내려놓은 채로 다른 앱을 하고 있었는데 채팅 알람이 안왔었네요   덕분에 욕 뒤지게 처먹었어요  평소엔 잘쓰고 있었으니까 양심상  점은 안할게요 
220,안쓰는물건좀 판매하려다 여러문제가 발생하네요  앱 운영이 영 부실하다보니  고객센터 연락할 전화번호도 없고  개인정보 줄줄 새는거 같고  트집 잡는사람들 빈번  스팸  이상한 접근하려는 사람들 약속 어기는건 다반사 이란식이면 이런앱은 사용안하는게 좋습니다 
221,다 좋은데요 관심있는 매물 검색했는데 매물탐험 뱃지 안주네요 오륜가요
222,항상 잘 애용하고 있습니다 다만 바라는 점이 있다면 카테고리가 더 세분화되었으면 좋겠습니다 예를 들어 여성의류카테고리를 세분화하여 아우터  상의  하의  원피스 이런 식으로 검색할 수 있도록 설정한다면 더 편리해질것같아요 생활 가공식품 카테고리도 검색하는데에 불편합니다 식품 카테고리를 따로 만들면 좋겠어요 또  카테고리를 클릭하여 검색할 시 가격대도 함께 설정하여 검색할 수 있다면 베스트일 것 같습니다
223,어린이 이용자에게 유의사항 전달을 바랍니다  기본 비매너 지각  거래약속 후 잠수 등 는 둘째치고  거래장소를 본인 집 바로 앞을 고수하는 것은 혹시나 이상한 어른들에게 자신의 위치를 제공할 수 있다는 위험성에 대해 정확히 고지해주세요  또  살 이하의 어린이는 보호자와 함께 거래하게 해주세요  기본 매너와 어린이 자신의 보호를 위해 꼭 필요하다고 생각합니다 
224,에이 정말  문자가 오면 알람이 바로 와야 하는 거 아닌가요  구매자가 한참 전에 도착했다고 문자 보냈는데 알람이  분 늦게 뜨는 바람에 서둘러 뛰어가서 사과하고 거래했어요  사람 정말 무안하게 만드네요  시스템 점검 다시 하세요 
225,저기 당근을 지웠다가 다시 깔았는데 제 번호를 입력 했는데도 인증번호 가 오지 않아요  몇번 다시 해봤는데 일일 뭐 하는게  권 남았데요  어떡하죠 
226,너무 편리해서좋아요  물건의 검색에 치면 다나와요 당근마켓 최고 
227,기대반으로거래를했는데 역시실망없이 좋은아이템받아서요열심히 당근에 매진해봐야겠어요
228,사용하지않던 물건도 팔게되면서 용돈벌이도되구 쏠쏠한 재미가 있네요
229,판매자가 시간과 물건이 확실함 믿고거래 할수있음
230,최근에 잘 안 찾다가 오늘 들어가봤는데 로그아웃 되어 있더라구요  그래서 다시 로그인 하려고 인증문자를 받았는데  년  월  일까지 이용제한이 되었다고 하면서 로그인이 안되던데 왜 이용제한이 된거죠  신고를 당한적도 없고 따로 연락도 오지 않았거든요 빠른 시일내에 해결 바랍니다 
231,잘 쓰고 있습니다  다만 검색해서 물품들 보다가 위치 변경해야되면 다시 뒤로 나가서 위치 바꾸고 다시 검색해야되는게 번거롭습니다   동네에 올라온 물품을 보다가 바로  동네로 위치 변경할 수 있게 창 순서를 바꿔주시면 보다 편할 것 같습니다  현재  위치설정 물품검색 요청  물품검색 위치설정
232,잘이용은 하고있는데요 구매자 평가위주라 평가 막하고 비매너분들도 많고 그런대 판매자만 구매자평에 좌지우지되어 이용 제한당하고있어요 구매자 매너 평가로만 판매자만 속수무책으로 당하게됩니다 키워드알림오고 다른지역의 물건 살때마다 지역변경해서 쳇하는걸로 바뀐건 사고싶은 물거 지역변경하다 다놓쳐요 예전처럼 제가  지역 선정한곳은 그냥 지역변경없이 쳇해서 구매하는방식으로 해주세요 운영진 전화번호도 모르고   고객센터도 없어요 당근시장이 커졌는데 운영진이 미흡합니다
233,제가 리뷰 잘 안남기는데 너무 어이없어 남깁니다  도배성 채팅  좋지않은 말투같은 비매너 행동은 상대방이 했는데 서비스 이용정지는 왜 제가 당하게 되는건가요  일방적으로 제가 글을 올린 입장이라서 그런건가요  너무 억울하네요
