,0
313,당근을 이용하면서 편리 한점도 많았지만 불편했던 기억도 있어 글 남겨봅니다  지금은 안그러지만 이번년도  월달쯤에 거래완료된 게시물로 통해 채팅을 들어와서 만나자고 하며 개인정보를 알아내려하던 사람을 보았습니다  요즘에는 거래완료되면 채팅을 못들어오지만 전에는 그런 불편함이 있었던 기억이 있네요  그리고 거래를 하는지 안하는지 불분명하게 채팅하는 사람들이 많습니다  다 물어봐서 상세히 다 대답해드리고 알려드리면 나중에 되서 거래 안된다는 채팅을 많이 겪었습니다   비매너 사용자 분들이 많아요 이부분을 고려해주셨으면 좋겠습니다 
314,당근 자주 자주 이용하고있습니다 실 상활에 너무 도움이됩니다 너무 고맙고 너무 감사 합니다 좋은물건들 올려주신분들고맙고 너무감사합니다 간혹 장난을 좋아하시는 분들이있지만은 그런분들만 아니면 당근은 대한민국에서 최고의 당근이돌것입니다 물건을 파시는분들도 물건을 사시는분들도 진지하시고 신중하셨으면 당근을 이용하시는 모든분들이 항복하실겁니다 당근 당근 또 당근 언제나 최고입니다   등을 하는것보다는 모두가 좋아하고 찻아가는 아름다운 당근이되길 모든분들이 힘을모아 모두모두 화이팅 합니다 코로나 모두가 이겨내서 멋지고 활기찬 다한민국을 다시 전체 리뷰
315,사전 양해 없이 약속을 이행하지 못한 당사자에게는 확인 즉시 일정 기간동안 당근 거래를 차단 한다든지 아니면 예약금 환불이 안된다는 등의 조치가 있었으면 좋겠습니다
316,넘 싸게 샀습니다 필요없는물건이 저에겐 넘 필요한 물건이었고 지금도잘쓰이고있습니다
317,너무 너무 좋은 앱 입니다 찾고 싶어던것을 바로 찾을수 있다는점이 장점이고 단점은  딱히 없어는것 같아요 여러분들도 깔아서 거래해보세요  진짜 내 인생 고쳐주것 같은 기분입니다
318,아주 좋네요  좋은점 택배비  수수료 절감 직접 보며 거래 만족
319,다른 중고앱에 비해서 로그인 판매 글 구매하려는 물건 찾는게 훨씬 편리하고 처음 중고앱을 쓰시는분들에게 팁같은것도 알려주니 젤 좋은 앱이 아닐까 생각합니다 
320,몇십번이나 여러날에 걸쳐서 인증번호 시도해 봤는데 계속 안오네요  스팸번호로 추가된건 아닌지  전화 사용중이라 혹시 안된건 아닌지 전원도 껐다 켜보고 별짓을 다했는데도 인증번호가 오지 않습니다  문의는 고유번호랑 닉네임 같이 넣어달라는데 애초에 가입을 못했는데 어떻게 문의를 하나요 
321,당근마켓이 왜 이렀게까지 해야하나요 그리고중고품들이 사고팔고 마음이들었다가 흔들어다가 그래요 단 이것은 사용기한이 제한이되어서 못하게 하는데 뭐가 있나요 새로 새롭게 이름도 바꾸어 가면서 정말이지 궁금하거든요 그럼 먼저 이롭게 하든가 아님 당근마켓을 고쳐주든가 해요
322,내가있는 지역에서만 거래가능하면서 구매가능한거 판매가능한거 모두 다 원하는거 좋은걸로 볼 수 있으며 직거래로인한 사기의폭이 좁아져서 왠지모르게 더 안전하고 좋은거래가 가능한거같아 마음에들어요  당근마켓같은걸로 거래하면 마음도놓이고 좋고 구매하고나서의 서로에대한 평가같은것과 리뷰도 괜찮은 시스템인거같아요  조금 안타까운 부분에서는 구매의향이 확실한사람들만 댓글을달아 볼 수 있게끔 해주었으면 좋겠어요 판매중인물품을 빨리판매하는게 판매자의 목적인데 구매한다고해놓고 연락안돼는부분은 많이화나요  이것만 조금 개선되면 완벽한 중고거래어플이지 전체 리뷰
323,원하는 물건을 둘러보러 들어갔을때 왜 가격이 세로로 표시되는걸까요  가격이 세로로 표시되는 바람에 화면을 거의 다 차지해서 상품 설명을 제대로 못보고 있어요  문제를 해결하려면 어찌해야할까요  앱을 비우고 다시 깔아봤지만 해결이 안되요 
324,너무 활용을 잘하고 있는 앱  최고  다만  채팅글 수정이 안되는 부분이 많이 아쉽다  그래서 별하나를 뺐음 
325,  거파하는 사람들한테 분명 후기 남겼는데 왜 안보이나요  구매한다고 왔을때 평가온도가 높아서 믿고 거래하자고는 했는데 결국 거파  이미 높은 온도라서 제가 평가남긴다고 해서 낮아지지도 않고 평가온도만 보고는 알기 힘들어요   관심 누른 사람들 확인 좀 하게 해주세요  금액을 계속 내려도 구매연락은 커녕 나눔 수준의 가격으로 올리기를 기다리고 있더라구요  구걸하는건가요  판매자 입장에서는 이미 손해보는 가격에 저렴히 올린 상태인데  공개시 구매자가 부담스러워진다고 구매자 입장만 생각하시면  아니면 관심과 원하는 가격 전체 리뷰
326,요즘 당근재미에 푹 빠졋는데요 첨엔 이미 반달 이상 되 가는데 시작한지가 저희집을 거의 점령하다 시피한 그동안 사 모은 짐 정리를 위해서요 요즘 올리다보니 헐값에 한번 당근 하고 울리면 곧바로 체팅이 또 들어와요 정말 시기하게도 연락이 통 없다가도 그래서 갑자기 두사람 세사람 채팅을 밀당을 하다보면 누군가 살 사람이 정해지는데 제 사진 겔러리를 보면 한 열몇게 많케는 적개는 서너개의내 헨폰 까아논 화면이 보사되서 주르르 똑같은 화면과 그림이 깔려이는거예요 일일이 삭재하고 지우는데 허구헌날 이런일이 동시에 들어오는게 특징이고 구매한다 전체 리뷰
327,정말 어이없네요  당근마켓 전화번호 인증완료하고 돌아보는 중이였는데 갑자기  년 월 일까지 정지  말이 됩니까  욕은커녕 둘러보고있는데 정말 어이가 없네요  타 앱보다 편리해서 애용하려했는데 그냥 번개장처 쓸랍니다  
328,너무 좋아요  사고싶은것들 다 나와있고 매너평가도 할 수 있어서 살 물건을보고 파는 사람이 매너가 좋은지 나쁜지를 보고 살지말지 결정할 수 있어요 근데 하나 궁금한게 매물을 검색하면 주는 배지가 있는데 제가 그걸 얻을려고 검색을했는데 배지가 안들어 와요 어떡하죠 
329,휴대폰이 안전모드로 진입해서 어플을 이용할수가 없습니다 당장 공기계라도 구하려면 당근마켓을 이용 해야하는데  로든 모바일구글 인터넷을 이용하든 어플설치를 하라고 하네요 설치를 해도 어플이 실행이 안됩니다 설치는 되었다고해도 어플자체가 깔려있지가 않습니다  많이 이용하고 애용했는데 좀 개선좀 부탁드립니다
330,활동배지 오류 고쳐주세요    매물 탐험대원   물건 검색해도 획득 안됨   취향 존중   카테고리 필터 설정해도 획득 안됨
331,안녕하세요 당근마켓을 오랬동안 사용하고 있는 사용자 입니다  당근마켓은 정말 좋은데 우리 동네 근처에서만 거래가 가능하니깐 불편하더라구여 진짜로 대화한번 할려고 서울로 나간적 있습니다  이 기능 진짜 불편하다 못해 이제 짜증이 나네요 이 기능좀 풀어주세요 부탁입니다
332,저번 까지만해도 잘만 들어가지다가 서비스를 이용할 수 없다 네트워크 상태를 확인하라는 문구가 뜨네요 현재 몇번 삭제하고 다시 다운 받았는데도 이 문구가 뜨는 상황이며  어제 당근마켓 앱에 접속 하지 못해서 의문이 드네요 서비스 점검 때문에 이렇게 뜨는건가요  분명 저의 휴대폰에는 문제가 하나도 없습니다  서비스 점검 때문이 아니라면 확인 부탁드립니다 
333,당근마켓 강추합니다  건전한 거래와 꼭 필요한 마켓입니다 
334,앱은 잘 쓰고 있는데  갑자기 며칠 전부터 오류가 나더니 계속 꺼집니다  최적화 좀    아니 아무리 중고거래 플랫폼이라지만 불법행위를 하는 사용자는 제재를 해야 하는 것 아닌가요  유리서버도 견뎠는데 이건 도대체 
335,동네나 근거리 필요한 물건 저렴히 구매해서 좋은데  이용나이가 천차만별이라 문제는 좀 있는거 갔네요  리뷰 작성하고도 계속 리뷰 작성 뜨는거는 수정했으면 하네요 
336,궁금한게 있는데요  혹시 초딩 학년도 당근마켓이 가능한가요  제가 직거래를  학년이 할수있는지 몰라서요 
337,늘 잘 쓰고 있습니다  다만 같은 지역에서 오래 살았어도 생소한 동네가 있어 가끔 잠시 앱을 나가 지도를 확인해야되는데  이 부분이 보완되어 당근마켓 앱 내에서도 지도를 확인할수 있는 기능이 생기면 좋을거 같습니다 
338,완전히 썩은앱 입니다  년동안 거래하면서 한번도 약속을 어긴적도 없고 거래당사자 모두 거래만족 한다고 다시거래하고싶다고들 하는데 정작 당근마켓에서 매너점수를 계속 내립니다 반면에 약속도 잘 지키지않고 매너도 더럽게 안좋은데도 매너점수는  점이상 이더라고요 매너점수가 아무의미가 없다는것을 다시한번 느끼면서 한자적어봅니다
339,다 좋은데 지역 범위가 너무 좁아요 지역 인증을 한 사람 안 한 사람 뜨게 바꿔서 구매자가 인증 여부를 보고 골라 거래할 수 있게 시스템을 바꿔주세요 그럼 다 좋은 거 아닌가요 채팅도 못 걸어보고 좋은 상품을 포기하는게 화나요 밤늦게 거기 지역까지 가서 동네 인증하는 건 솔직히 무리잖아요 그 사이에 물건이 팔릴 수도 있고 아무쪼록 잘 생각해 주시길 바랍니다
340,육아맘입니다  너무 잘 사용하고 좋은 제품 많이 구입하고 있습니다  쓰다 보니 다름 아니라 제안하나 드리고자 합니다  아이를 키우다 보니 특정 판매자한테 두 번 구입하는 경우도 생깁니다  아무래도 아기들 연령대에 따라 구입하는 제품들이 비슷하기 때문이겠죠  그래서 특정 판매자 물건 올린게 없나 자주 구경 하러 갑니다  그 과정에서 제가 구입한 물건 클릭 클릭하고 타고 들어 가야 하니 불편합니다  찜 한 판매자 기능 같은걸 만들어서 그 판매자 구경가기를 언제든 할 수 있게 했으면 좋겠습니다  배달앱에 찜한 가게 같은 기능인데 대상이  전체 리뷰
341,검색했던 키워드가 저장되던게 없어져서 불편해졌네요 다시 저장되도록 해주세요
342,동네에서 편하게 필요한 물건을 구할 수 있어서 너무 좋네요  다만 객관적으로 봐도 괜찮은 가격과 상품인데도 사용불가품이니 투표가 올라오던데 거슬리네요  느낌상 한명이 이물건 저물건에 하는듯한데 투표 결과가 반대로 나오면 문제 제기한 사람에게도 제재가 필요할듯 하네요 
343,당근 정말 많이 이용하고있는데요 다 좋습니다  한데 거래약속해놓구 다른사람한테 팔거나하는 등등의 비매너사용자들 신고하면 왜 제 온도가 내려갈까요  비매너인 사람은 온도가 그대로 유지되는데 
344,잘 쓰고 있습니다만  키워드 알림에 제외 키워드도 있었으면 합니다  예를 들어 연필을 키워드 알림에 넣으면 연필꽂이 판매글이 뜨는 문제가 있는데  연필꽂이 같은 경우를 키워드 알림에 뜨지 않도록 키워드 알림 제외대상에 추가할 수 있는 기능이 있으면 좋겠습니다 
345,사용가능한 물건들을 싸게 나눠쓴다는 개념과 내게필요없는 물건이 남에게는 필요한것일수 있다는 마음이 아름답다 
346,괜찮은것같아요  그런데 제가 어떤 분과 거래를 하고 탈퇴를 했는데 근데 그 전에 택배거래가 있었어요 제가 계좌로 돈을 받고 택배를 보내려했어요  그런데 이걸 까먹고 탈퇴를 해버린거예요  주소를 잘 모르겠는데 어떻게해야할까요 
347,건의사항 드려봅니다  요즘 따라 당근에 핸드폰 판매 업자가 많이 보입니다  손모양 사진 찍는 구도 내용 동 등등이 몇몇 아이디 봐도 똑같고 여러 아이디로 한명이 활동 하고 있습니다  업자들은 선불유심도 같이 끼워서 장사하는 업자들이 많으며 선불유심을 개통 하여서 여러 번호로 당근을 로그인 하는 것 같습니다  그래서 본인인증으로 통해 한아이디만 만들수 있게 제한 해놓는게 좋지 않은가 싶습니다 
348,정말로 잘 사용하고있어요  앱 개발자님 정말 감사합니다  그런데 얼마 전부터 제가 사용하고 있는 앱에   사용하시는 앱 버전이 낮아요  앱을 업데이트하고 사용해주세요    라고 뜨면서 볼 수 없는 글들이 있어요  제 앱은 이미 업데이트 상태라 무엇이 잘못됐는지 모르겠어요  
349,보완할 것들이 있는 것 같아요  비교하긴 좀 그렇지만  고나라   개장터 같은 플랫폼들은 끌어올리기 기능을 매일 한번은 사용할 수 있고 특히  개장터는 매일  개까지는 할 수 있도록 해줍니다  근데 당근마켓은 동네플랫폼임에도 불구하고 전국을 상대로 판매하는 플랫폼보다 더 끌어올리기 주기가 말도 안되게 깁니다  직거래를 제외하면 딱히 매리트를 느끼지 못하겠어서 자꾸 다른 플랫폼을 기웃거리게 됩니다  그리고 가격제안 기능도 악용하는 사람들이 많은데 바로 차단을 못하게 되어있습니다  수락을 해야만 그 뒤로 뭔가를 할 수 있게 됩니다   전체 리뷰
350,어린이들이 너무 많습니다   살 되는 어린이들이 기본 예의도 차리지 않은 채로 거래를 요구합니다  직거래 장소를 명확히 적어놓고  다른 곳 안간다고 적어놓아도 계속 자기쪽으로 와달라는 등의 무리한 요구를 합니다  나이 제한을 확실히 해주셨으면 합니다  어린애 상대하기 너무 힘들어요 
351,여기 컴퓨터 시세 조정하는거 일부러 방치하는건가요  조금만 비싸보이면 여기 상주하는 업자인지 아님 당근거지인지 모르겠지만 알림 설정하고 이 사양에 이 정도면 적정가격인데도 일단 가격만 높다면 자꾸 신고 때려서 전문 판매업자  등등 미노출 만들게 하는 것 같은데 이거 방치할건가요 특히 관악구 동작구 주변  어이없게도 컴퓨터 사양 잘 몰라 어이없는 낮은 가격에 올리는건 신고도 안 하고 그건 필터링이 안 되더군요  제가 몇분 제가격 받을 수 있게 도와드린적도 있어요  여긴 백수나 업자들이 낮게 살려고 실시간 상주하면서 어이 없게 싸게  전체 리뷰
352,제가 실수로 로그인 하기를눌러서 취소하려는데 지웠다 깔아도 취소가안돼요  로그인하고 다시만드려고 전화번호썼는데 메세지로안와요  그래도 정말 용돈벌이에 좋아요 
353,다 좋은데 다른 동네에서도 거래가 됬으면 좋겠습니다 예를 들면 한 지역 전체로 됬으면 좋겠어요 다른 동네에서 거래를하고 싶은데 또 동네인증을 해야되니 너무 불편합니다
354,다좋은데 알람 소리가 안들려요 설정에서 수정을해도 안되내요
355,좀더 넓은 지역도 됐으면 좋겠어요 당진이면 평택 아산 예산 서산 여기도 검색되게
356,필요없는 물건들 팔면서 돈받고 필요한 물건들 저렴한 가격에 살 수 있어서 갸꿀
357,생활에 좋은 앱 이네요  외국처럼 서로 필요한것 사고 파는 장소가 있어 너무 좋으네요 
358,인증번호가 문자로 한번도 안왔는데 하루 번까지 인증 요청 가능  번인증요청 다했다고 더이상 인증 안되네요 가입도 못하고 어플 삭제해야 될꺼같네요 이런어플 처음 경험하네요 한번도 경험하지못한나라처럼 한번도 경험하지못한 어플이네요
359,앱을 사용하기는 편했어요  근데 반복 게시물이라고 미노출 되는 게 곤란해요  이미 끌올을  번 반복해서 더 못올리니까 새로 올렸는데 그래서 전 게시물을 삭제했는데 새롭게 올린 게시물이 미노출 되면 곤란해서요  미노출 되면 계속 안 보이는 건 가요  그럼 어떻게 팔라는 거죠 
360,저는 이 앱을 쓰면서 너무 편리 했던것 같아아요  필요한데 너무 비싸고 제가 사는 동네에 없을때 원가보다 훨씬 더 저렴하게 살 수 있어서 좋았던것 같아요 계속 이렇게만 앱이 유지 됐으면 하네용 
361,  제일중요  가격별로 볼 수 있었으면 좋겠네요 그리고 동네를 두가지만 설정할 수 있어서 불편해요   현위치를 파악해서 그 동네만 볼 수 있게하는 것도 시정해주시면 좋겠어요 
362,늘 잘 사용 중입니다  한 가지 불편했던 점은 이번에 업데이트를 하면서 알림음들이 초기화됐었던 모양이에요 제가 알림음을 당근음이 아닌 다른 것으로 해두었었는데 어느 날 보니 당근  하고 알림이 오고 있었더군요  사무실이어서 꽤나 민망했더랬습니다 업데이트 시 알림음 설정은 그대로 유지되면 좋겠어요 늘 잘 사용 중입니다
363,거래를 몇 번 안하니까 온도가 뚝 떨어져서 거래 동기가 저하되네요  시작한지 얼마안되어서 이제 겨우   넘었고 열심히 하려니까 원위치  아주 허무해요  온도 내려가는게 과연 최신 매너 점수를 반영하는지에 대한 의문입니다  거래 활성화를 위해 이 부분 고려해주세요 
364,정말 다 좋은데 계정하나로 연결할수 있는 기기가 한개로 한정되어 있어서 너무 불편해요  제가 태블릿이랑 핸드폰 둘 중에 태블릿을 더 많이 사용하는 편인데 평소엔 태블릿으로 로그인했다가 직거래할땐 다시 로그아웃하고 핸드폰으로 로그인하고 다시 또 태블릿으로 로그인하고 있어요  심지어 로그인 방법도 간편 로그인이 아니라 번호까지 인증해야해서 너무 불편해요  계정 당 한 기기로 로그인할수있게 만드시려면 차라리 로그인을 하지않은 상태로 마켓 구경 가능하게 해주세요 
365,기본 기능이나 사용은 다 좋습니다  특히 작성중인 글 임시저장 기능은 아주 좋습니다  단  알림이 간혹 안되는 문제는 이용에 있어 좀 불편했습니다 
366,다 좋은데 거래완료돼도 차단좀 할수있게해주세요 판매자가 비매너라 차단할려했는데 그분이 아예 거래 끝내기전에도 약속만 잡고도 차단못하게 거래완료버튼을 눌러버려서 판매자 차단을 못하네요 채팅으로 계속 비난문자 오는데 그렇다고 그 사람하나때문에 탈퇴를 할수도없고 진짜 난감해요
367,예약중이거나 판매완료 됐어도 판매자에게 연락할 수 있게 해주세요  그리고 프로필 눌렀을 때도 채팅 보내기 기능 좀 제발 만들어주세요 
368,직거래라서 좋은데  송도동이 배곧과 시흥과 같은 동네지역으로 엮어져 있어서 애로점이 있어요  배곧  시흥은 다른 시라서 거리도 멀고 통행료까지 붙어서 아예 재껴놓고 보게 되요  주안이나 구월동 쪽으로 연결되었으면 좋겠습니다  주안이 훨씬 더 가까운데 왜 배곧시흥과 연결되나요  아마 배곧  시흥 분들도 송도물건은 재껴 놓겠지요  통행료와 기름값이 물건값보다 몇배 더 비싸니 당근이죠 
369,정말 좋은 어플이고 순기능이 정말 많아요  여타 중고거래 어플보다 믿음직해서 애용하게 돼요ㅎㅎ 근데 상품 검색하거나 목록으로 볼때 고가순 저가순 정렬이나 최신순 오래된순 정렬 기능을 추가해주시면 좋겠어요  가격비교할때는 너무나 불편해요 
370,어플 자체는 참 편리하고 좋습니다  다만 거래 약속 다 잡아놓고 당일  직전에 연락두절되는 개념없는 사람들 걸러내는 기능은 없을까요  그런 사람들은 매너평가로 남기고 있기는 하다만 이후에는 어떻게 처리된건지 알 길도 없고 한 두번도 아니고 이런 일이 반복되다보니까 거래도 하기 싫어지더라고요
371,가입 중 인증문자가 안와요  차단된 거같은데 번호가 뭔지 알아야 차단을 풀어요  어떻게 하면되는지 해결방법 좀 알려주세요 
372,안녕하세요  당근마켓 사용한지 얼마 안됐지만 잘쓰고 있습니다  한가지 궁금하고 아쉬운점이 있다면 택배거래시에 번호 교환을 안하고  제 번호만 준 상태에요  그 사람을 믿고 입금했는데 갑자기 탈퇴했다고 뜨네요   그 사람 계좌번호는 알고 있어요  이런 경우에 경찰서로 바로 신고하게 하기보다는 당근마켓 관계자분들은  탈퇴했더라도  그 사람 전화번호 알 수 있을테니까 그 사람에게 문자로 대신 연락해주는식으로 중재자 역할을 해주셨으면 합니다  번호 알려달라고 해도 개인정보로 알려주기 힘드실테니  경찰서에 신고하는 방법을 택하기 전에 당 전체 리뷰
373,어플 다운 받으면 동네 설정 후 휴대폰번호 입력 후 인증번호 받아서 인증이 되어야 되는데 인증번호가 도착을 안하니  나의당근이고 뭐고 찾을 수가 업지요  답답하네요 
374,당근마켓 너무 잘 사용중입니다 감사합니다 ㅎㅎ 그런데 한명의 전화번호로  개 이상의 계정을 만들수 없고 하나의 계정으로 다른 테블릿이나 휴대전화로 당근을 이용하면 기존에 기기에서 당근마켓이 로그아웃 되는 불편함이 있습니다 한 아이디로 당근 마켓을 여러 기기에서 사용하고 싶습니다 해결방안이 있으면 좋겠습니다 감사합니다
375,갑자기 쳇알림음이 안나요 다른건 다 소리가 나는데 쳇만 음이 안나와요 새로운버전 되면서부터 그랬던거같아요 고객센타에서 해보라는건 다해봤고 모두정상으로 되어있고 설정도 다 정상 쳇만 알림음이 안와서 계속들어가서 확인하고 약속때 오해받고  엘지버젼이 문제가있는지요  너우 답답합니다 
376,경매기능 좀 만들어 물건가격 책정이 어렵다 네고도 짜증나 경매를 만들어라 시작가 정하고 즉시구매가격 정하고 마감시간 마감일까지 경매진행되게  제일 많이부르는놈 낙찰받게  네고 짜증나던데 적당히해야지 읽씹 안해주면 비매너 신고 누르고 어이가 없다 경매기능 생기면 별 준다   채팅여러개 받아보고 돈더주는놈 기다렸다 파는놈 완전 짜증나 한둘이 아니야 경매기능 좀 만들어 제발 발전하는 당근 되삼
377,당근마켓 잘 사용중인데 어제부터 사진 올리려면 계속 오류나고 앱에서 튕겨나가요  삭제하고 재 설치해도 동일하구요  해결방법알려주세요 
378,문의에 올렸는데 답이 안와서 여기에 올립니다  전화번호 변경 후 처음 당근마켓을 이용하는데 무슨 이유인지  년까지 이용제한이 걸려있습니다  번호이동 날짜 이전의 이용제한 이력이 맞다면 검토 후 제재를 풀었으면 하는 바램입니다 
379,업데이트 후 검색버튼  뒤로가기 버튼 등등 클릭시 앱이 강제로 종료되는 현상 발생  지웠다가 다시 깔아도 똑같아요  개선좀 해주세요
380,아주 잘 사요하고있어요 새거사기아까울때 무조건 당근       
381,당근마켓 잘 썼지만 다른 사람이 저를 신고나 정지를 먹게 해서 당근마켓을 지웠었지만 풀려났지만  근데 정지를 먹었는데 기간이 너무 길어요  조금 기간을 줄여 주세요  하이튼 잘쓰고 있습니다 
382,다 좋은데 혹시 설명창 기능을 만들어 줄 수 있나요  유튜브 프로필 설명창 비슷한거요 그런거 있으면 굳이 채팅으로 일일이 설명하는 귀찮음이 줄어들고 저의 손가락은 쉬는 시간이 생기겠죠  그럼 그 시간에 더 많은 물건을 팔고 귀찮음의 줄어듬으로 인해 스트레스가 없어지고 스트레스가 없어지면 제 머리에선 엔돌핀이 솟아날 것이고 더 건강하게 오래삼과 동시에 더 많은 물건을 팔아 돈을 더 벌고 돈을 더 벌 기회를 준다는 것은 죽어가는 경제를 살리고 사람들은 삶에 희망이 생기고 주위에는 행복한 사람이 많이 생기고 사람이 짜증나는 이유중 하나인
383,제가 생각하기엔 아 껴쓰고 나 눠주고 바 바꿔쓰고 다 시 고쳤고 의 일환인 당근마켓  왜 그동안 당근마켓을 몰랐나 싶을 정도로 고마운 앱입니다  쌓여있는 물건 무조건 버릴께 아니라  필요한 이웃과 나누고 다시쓰는 좋은 방식인 당근마켓 추천합니다 
384,당근은 중고품을 나누기위한 가장 좋은 사이트이다  한가지 아쉬운 점은 동네범위네에서 물품을 찾는 것이다  필요한 중고품이 동네 내에서만 있을까 
385,인증문자가 계속안와요  제대로 인증문자전송 바랍니다  인증문자가 안와서 들어가지도못하네요  아니면 따로 제게 연락하셔서 알려주셨으면합니다  인증문자번호 게시공간에 띄워주시는건어떨까요  유튜브에 당근마켓 인증문자 쳐도 안돼네요 
386,제가 왜 비매너로 이용정지가 됐는지 도무지 이해가 안가네요  밑에 평가글 보니 저같은 사용자가 엄청 많네요  정말 화가나네요  제 거래 내역 보면 구매자나 판매자 만족해서 최근  주간 좋은 거래후기글 남기신 분들이  명 가까이 되는데 왜 거래하지도 않은 주관적인 평가로 제가 비매너이용자가 됩니까  일하다가 답변 늦어서  시간 답변 못한게 비매너입니까  그런 경우에도 항상 답변 늦어 죄송하다고 정중히 사과 했었고 약속시간 한번 늦은적 없으며 게시글도 최대한 상대방 존중했는데  답변 조금 늦으면 비매너 됩니까 전체 리뷰
387,제가 찾고싶은 물건이 다르게나올때가있어요 예를들면 노트북에서 가격을 내리면 노트북모양 장난감  노트북 모형  노트북 키보트 커버 등 제가찾고싶은게 아닌 물건들이나와요  이점 아쉽지만 중독성 강하고 한달째 빠짐없이들어가는중입니다ㅎ
388,잘사용하고 있는데 가끔씩 어플상으로 렉이걸리네요
389,두근긴장 첫거래 그러나 여유로움의 쿨거래 좋아요 재미있구요 ㅋㅋㅋ
390,너무 좋은데  의료기기 의약품 병원처방 받아야 살 수 있는것들을 그냥 파세요  보험적용받아 산뒤 리셀러 하는 분들 많은데 보이면 신고 넣거든요  근데 의약품 위반으로 조치를 취햇다고 메세지는 오는데 해당 글은 계속 안지워지고 들어가서 볼 수 있고 채팅도 걸 수 있어요 이런거 삭제하고 제재해야 하는거 아닐까요  너무 좋은 어플인데 이런 허점이 좀 아쉽네요
391,관심목록 눌러둔 물건은 채팅이 가능했는데 이젠 관심 물건의 알람이 떠도 채팅이 안되네요   관심목록에 눌러놓은 물건 만큼은 시간이 지나도 구매약속 잡을 수 있게 해주세요   그리고 관심 눌러놓은 물건에 채팅하려는데 할때마다  가지 동네 중 포함되는 동네로 변경하는게 너무 번거로와요     편리하게 인증된 동네면 모두 자동으로 톡으로 이어지도록 해주세요
392,첫거래를 했는데 너무 친절하시고 좋았어요  당근마켓앱 완전 좋아요 
393,인증이 안되고 자꾸 인증할수 없는 환경이라고 튕깁니다  어플 다운받고 실행하면 자동으로 제가 있는 지역을 찾아 주더군요  전화번호 입력후 인증번호 받아서 누르면 잠깐 한 초간 제가 현재 있는 동 이름과 환영합니다 라는 메인화면 잠깐 보이고는  튕기면서 인증할수 없는 환경이에요 라는 문구가 뜨며 또 인증을 요구합니다  높은신호등 하라는건 다 해놨는데 왜 안되는지 어렵네요  하루 인증번호도  번뿐이라  일째 이러고 있는데 참으로 갑갑할 따름입니다  제 전화기에 문제가 있을수도 있는건데 어플 지우고 다시 다운받아 실행해도 증상이 동일하니 전체 리뷰
394,폰인증안되는문제로답변받았는데요 지금 풀어주시면안되나요  자주애용하는어플인데   혹시라도 안된다면 일정기간이 몇일인지 정확히는 알수없나요  
395,쓰지는 않는데 버리기도 아까운물건 팔기 정말좋은앱입니다  사기만 잘 조심하면 안쓰는 물건도 정리하고 돈도 벌수있어요  당근하세여   다만 사기 조심하세요 
396,원치않는 알림을 꺼달라고하니깐  따뜻한당근 마켓을 만들기위해 운영알림은 멈출수 없다고요  거짓말치지마세요 체류시간  방문시간 앱사용시간늘릴려고 쓸데없는거 포장하네요  내가그럼 좋은하니까 당신께 스펨메일 스펨전화 좀보내겠습니다 개발자님  다좋은의도예요  진짜좋음의도라면 알림설정을 끌수 있게해낫겟죠  하물며 스팸전화도 고객차단번호가있습니다   차라리 솔직하게말씀하시던가 꼭이렇게 더러운속내를 착한척 포장을하네요 
397,당근어플 애용자입니다  하나 건의 사항있습니다  태블릿 화면 자동회전이 채팅 전화면까지는 적용이 되는데 채팅방으로 들어가기만 하면 화면이 뒤집힙니다  이거 업데이트좀 해주세요  너무 불편합니다  이것만 해결되면 별  개어플입니다
398,거의 만족합니다만 제발 직거래 장소 적어두는 칸이 있으면 합니다  채팅 보내서 일일이 물어보면 장소가 먼지 안먼지 듣고 구매할지 안할지 고민을해봐야 되는데 일단 거절해야되고 너무 불편합니다 제발 거래장소칸을 만들어주세요 만들어주시면 진짜 별 개 받을만한 앱인것같아요   추가로 채팅하고 예약됬을때 현금 계좌이체 클릭버튼이 있으면 좋겠어요 거스름돈칸도 있으면 좋겠지만 거기까진 바라지 않고 직거래 와서 말도없이 계좌 달라는분이 너무 많습니다 미리 알면 그에 맞게 구매자에게 답변할수 있게끄름요 
399,정말 너무너무 좋아요 강추  제가 만났던 분들 너무 친절하시고양보해주셔서 너무 좋았어요 당장 설치 안하시면 후회할뻔한 앱   점 두리고 싶습니다 하지만 한가지 단점이 있다면 채팅을 보냈을때 메세지를 삭제하는 기눙이 있으면 좋겠어요 
400,인생 처음 당근마켓을 이용해 중고로 물건을 팔았는데  친절하고 상세한 가이드를 챗을 이용해 단계별로 일러주니 참 좋습니다  앱의 취지도 동네거래를 통한 이웃간 신뢰구축 인 듯 해서 더 좋아요  사실 중고 거래는 인생 두 번째인데 다른 유명한 중고거래사이트에서 어떻게 하는지 몰라 헤매니까 천사같은 판매하시는 분이 다 알려줘서 간신히 책을 산 이후로 매매는 엄두도 못 냈거든요  덕분에 좋은 경험하고 있어요  제가 안 쓰는 물건을 저렴하게지만 판매도 해보고요    좋은 앱 개발 감사합니다 
401,안쓰는 물건 필요한 사람에게 주고 돈도 버는 좋은 마켓
402,당근에서 돋보기모양 검색창이 열리지않아요 다시 깔아봐도 검색창누르면 없는 페이지로 나옵니다  문제가있네요  개선이시급합니다 
